Name,Country,Age,"Height, cm",Weight,Sex,Date of birth,Birth Month,Place of birth,Gold,Silver,Bronze,Total,Sport,Event
Yassine El Houasli,Morocco,22,180,72,M,11/28/1989,11,,0,0,0,0,Football,Men's Football
Martin Hare,Great Britain,22,193,93,M,11/28/1989,11,,0,0,0,0,Handball,Men's Handball
Natalya Asanova,Uzbekistan,22,177,58,F,11/29/1989,11,ANDIJAN REGION (UZB),0,0,0,0,Athletics,Women's 400m Hurdles
Madelein Meppelink,Netherlands,22,182,75,F,11/29/1989,11,,0,0,0,0,Beach Volleyball,Women's Beach Volleyball
Stephanie Hazard,New Zealand,22,176,70,F,11/29/1989,11,Subiaco (AUS),0,0,0,0,Sailing,Women's Elliott 6m
Yusuke Tanaka,Japan,22,166,,M,11/29/1989,11,Wakayama (JPN),0,1,0,1,Gymnastics - Artistic,"Men's Team, Men's Qualification"
Eunji Cho,Republic of Korea,22,165,63,F,11/30/1989,11,Seoul (KOR),0,0,0,0,Hockey,Women's Hockey
Andrew Lewis,Trinidad and Tobago,22,182,81,M,11/30/1989,11,Port of Spain (TRI),0,0,0,0,Sailing,Men's Laser
Toni Ioneticu,Romania,22,189,90,M,12/2/1989,12,ADUNATII COPACENI (ROU),0,0,0,0,Canoe Sprint,Men's Kayak Four (K4) 1000m
Karin Prinsloo,South Africa,22,183,70,F,12/2/1989,12,MARBLE HALL (RSA),0,0,0,0,Swimming,"Women's 200m Freestyle, Women's 200m Backstroke"
Kazuya Yamamura,Japan,22,186,76,M,12/2/1989,12,,0,0,0,0,Football,Men's Football
Gillian Carleton,Canada,22,179,68,F,12/3/1989,12,Scarborough (CAN),0,0,0,0,Cycling - Track,Women's Team Pursuit
Miles Chamley-Watson,United States of America,22,193,88,M,12/3/1989,12,,0,0,0,0,Fencing,"Men's Individual Foil, Men's Team Foil"
Wen-Hua Li,Taipei (Chinese Taipei),22,180,130,F,12/3/1989,12,KAOHSIUNG CITY (TPE),0,0,0,0,Athletics,Women's Discus Throw
Alex McCarthy,Great Britain,22,193,88,M,12/3/1989,12,,0,0,0,0,Football,Men's Football
Mattia Pesce,Italy,22,185,75,M,12/3/1989,12,Treviso (ITA),0,0,0,0,Swimming,Men's 100m Breaststroke
Andrea Rolla,Italy,22,193,80,M,12/4/1989,12,PIANO DI SORRENTO (ITA),0,0,0,0,Swimming,Men's 4x100m Freestyle Relay
Pamela Jelimo,Kenya,22,170,56,F,12/5/1989,12,Nandi (KEN),0,0,0,0,Athletics,Women's 800m
Manuel Suarez Barrios,Cuba,22,,,M,12/5/1989,12,,0,0,0,0,Rowing,Men's Lightweight Double Sculls
Michelle Vittese,United States of America,22,160,58,F,12/6/1989,12,Philadelphia (USA),0,0,0,0,Hockey,Women's Hockey
Ria Percival,New Zealand,22,162,57,F,12/7/1989,12,,0,0,0,0,Football,Women's Football
Kevin Seraphin,France,22,206,130,M,12/7/1989,12,,0,0,0,0,Basketball,Men's Basketball
Alonso Edward,Panama,22,,,M,12/8/1989,12,Panama (PAN),0,0,0,0,Athletics,Men's 200m
Anna Kasprzak,Denmark,22,175,66,F,12/8/1989,12,GREVEN (GER),0,0,0,0,Equestrian,"Individual Dressage, Team Dressage, DONNPERIGNON"
Behdad Salimikordasiabi,Islamic Republic of Iran,22,197,165,M,12/8/1989,12,GHAEMSHAHR (IRI),0,0,0,0,Weightlifting,Men's +105kg
Jose Velasquez,Honduras,22,165,65,M,12/8/1989,12,,0,0,0,0,Football,Men's Football
Ahmed Magdy,Egypt,22,172,68,M,12/9/1989,12,,0,0,0,0,Football,Men's Football
Maria Kurjo,Germany,22,158,52,F,12/10/1989,12,Berlin (GER),0,0,0,0,Diving,Women's 10m Platform
Eun Ji Lee,Republic of Korea,22,165,63,F,12/11/1989,12,GYUNGGI (KOR),0,0,0,0,Cycling - Track,Women's Team Sprint
Donald Cabral,United States of America,22,178,67,M,12/12/1989,12,GLASTONBURY (USA),0,0,0,0,Athletics,Men's 3000m Steeplechase
Esquiva Falcao Florentino,Brazil,22,178,,M,12/12/1989,12,,0,0,0,0,Boxing,Men's Middle (75kg)
Francois Heersbrandt,Belgium,22,179,74,M,12/12/1989,12,Uccle (BEL),0,0,0,0,Swimming,Men's 100m Butterfly
Denis Gankin,Kazakhstan,22,183,68,M,12/13/1989,12,TALDYKORGAN,0,0,0,0,Archery,Men's Individual
Hellen Onsando Obiri,Kenya,22,,,F,12/13/1989,12,Kisii (KEN),0,0,0,0,Athletics,Women's 1500m
Yulia Kachalova,Russian Federation,22,177,68,F,12/13/1989,12,Moscow (RUS),0,0,0,0,Canoe Sprint,Women's Kayak Four (K4) 500m
Ahmed Zaher,Egypt,22,172,72,M,12/13/1989,12,GIZA (EGY),0,0,0,0,Shooting,Men's Trap
Amini Fonua,Tonga,22,183,79,M,12/14/1989,12,Auckland (NZL),0,0,0,0,Swimming,Men's 100m Breaststroke
Wooyoung Jung,Republic of Korea,22,186,78,M,12/14/1989,12,,0,0,0,0,Football,Men's Football
Hyo-Jin Yang,Republic of Korea,22,190,72,F,12/14/1989,12,BUSAN (KOR),0,0,0,0,Volleyball,Women's Volleyball
Ian Hogg,New Zealand,22,180,68,M,12/15/1989,12,,0,0,0,0,Football,Men's Football
Taisuke Muramatsu,Japan,22,176,71,M,12/16/1989,12,,0,0,0,0,Football,Men's Football
Xiayan Li,People's Republic of China,22,199,98,M,12/17/1989,12,Yunnan (CHN),0,0,0,0,Swimming,"Men's 100m Breaststroke, Men's 4x100m Medley Relay"
Ahmed Mathlouthi,Tunisia,22,190,90,M,12/18/1989,12,Tunis (TUN),0,0,0,0,Swimming,Men's 200m Freestyle
Seung Woo Choi,Republic of Korea,22,172,57,M,12/19/1989,12,Gyeonggi (KOR),0,0,0,0,Cycling - Track,Men's Team Pursuit
Diego Estrada,Mexico,22,180,61,M,12/19/1989,12,CHILCHOTA (MEX),0,0,0,0,Athletics,"Men's 10,000m"
Marry Ntsweng,South Africa,22,155,49,F,12/19/1989,12,,0,0,0,0,Football,Women's Football
Yuting Fang,People's Republic of China,22,170,62,F,12/21/1989,12,Liaoning,0,1,0,1,Archery,"Women's Individual, Women's Team"
Cheikhou Kouyate,Senegal,22,192,75,M,12/21/1989,12,,0,0,0,0,Football,Men's Football
Paola Perez,Ecuador,22,148,45,F,12/21/1989,12,Cuenca (ECU),0,0,0,0,Athletics,Women's 20km Race Walk
Holley Mangold,United States of America,22,173,154,F,12/22/1989,12,KETTERING (USA),0,0,0,0,Weightlifting,Women's +75kg
Maurice Mitchell,United States of America,22,180,74,M,12/22/1989,12,Kansas City (USA),0,0,0,0,Athletics,Men's 200m
Muminjon Abdullaev,Uzbekistan,22,,,M,12/24/1989,12,SAMARKAND REGION (UZB),0,0,0,0,Wrestling,Men's 120kg Greco-Roman
Jake Andrewartha,Australia,22,196,120,M,12/24/1989,12,CLARE (AUS),0,0,0,0,Judo,Men's +100kg
Yakhyo Imamov,Uzbekistan,22,175,81,M,12/24/1989,12,SAMARKAND REGION (UZB),0,0,0,0,Judo,Men's -81kg
El Mahdi Bellaarouss,Morocco,22,184,76,M,12/25/1989,12,,0,0,0,0,Football,Men's Football
Maria Catalina Usme,Colombia,22,165,65,F,12/25/1989,12,,0,0,0,0,Football,Women's Football
Yohan Blake,Jamaica,22,180,76,M,12/26/1989,12,St James (JAM),0,0,0,0,Athletics,"Men's 100m, Men's 200m, Men's 4 x 100m Relay"
Joon-Eem Ha,Republic of Korea,22,188,73,F,12/26/1989,12,GUMI (KOR),0,0,0,0,Volleyball,Women's Volleyball
Lecabela Quaresma,Sao Tome and Principe,22,172,67,F,12/26/1989,12,AGUA GRANDE,0,0,0,0,Athletics,Women's 100m Hurdles
Raya Hatahet,Jordan,22,,,F,12/26/1989,12,Amman (JOR),0,0,0,0,Taekwondo,Women's -49kg
Diego Esteban Simonet,Argentina,22,190,88,M,12/26/1989,12,,0,0,0,0,Handball,Men's Handball
Ha Na Kim,Republic of Korea,22,171,51,F,12/27/1989,12,Seoul,0,0,0,0,Badminton,Women's Doubles
Brijesh Lawrence,Saint Kitts and Nevis,22,180,93,M,12/27/1989,12,Basseterre (SKN),0,0,0,0,Athletics,Men's 4 x 100m Relay
Janelle Redhead,Grenada,22,162,56,F,12/27/1989,12,ST. GEORGE'S (GRN),0,0,0,0,Athletics,Women's 200m
Wenyan Sun,People's Republic of China,22,170,,F,12/27/1989,12,HUNAN (CHN),0,0,0,0,Synchronised Swimming,Women's Teams
Kei Nishikori,Japan,22,178,70,M,12/29/1989,12,,0,0,0,0,Tennis,"Men's Singles, Men's Doubles"
Andre Olivier,South Africa,22,192,76,M,12/29/1989,12,PIETERMARITZBURG (RSA),0,0,0,0,Athletics,Men's 800m
Line Jorgensen,Denmark,22,183,73,F,12/31/1989,12,,0,0,0,0,Handball,Women's Handball
Safaa Al-Jumaili,Iraq,22,175,83,M,1/1/1990,1,DIYALA,0,0,0,0,Weightlifting,Men's 85kg
Mohamed Mrabet,Tunisia,22,182,84,M,1/1/1990,1,Doha (QAT),0,0,0,0,Canoe Sprint,"Men's Kayak Single (K1) 1000m, Men's Kayak Single (K1) 200m"
Jennifer Padilla,Colombia,22,187,62,F,1/1/1990,1,Quibdó (COL),0,0,0,0,Athletics,Women's 400m
Lenur Temirov,Ukraine,22,167,66,M,1/1/1990,1,ALMALIK (UZB),0,0,0,0,Wrestling,Men's 60kg Greco-Roman
Emily Hurtz,Australia,22,175,63,F,1/2/1990,1,DARLINGHURST (AUS),0,0,0,0,Hockey,Women's Hockey
Ahmed Mejri,Tunisia,22,172,,M,1/2/1990,1,Tunis (TUN),0,0,0,0,Boxing,Men's Light (60kg)
Alberto Ezequiel Melian,Argentina,22,170,,M,1/2/1990,1,Cordoba (ARG),0,0,0,0,Boxing,Men's Bantam (56kg)
Oscar Molina Casillas,Mexico,22,175,,M,1/2/1990,1,Los Angeles (USA),0,0,0,0,Boxing,Men's Welter (69kg)
Saheed Idowu,Congo,22,174,71,M,1/3/1990,1,Brazzaville (CGO),0,0,0,0,Table Tennis,Men's Singles
Dmitry Baga,Belarus,22,184,80,M,1/4/1990,1,,0,0,0,0,Football,Men's Football
Marisa Lavanchy,Switzerland,22,170,58,F,1/4/1990,1,CULLY (SUI),0,0,0,0,Athletics,Women's 4 x 100m Relay
Jaesuk Oh,Republic of Korea,22,178,73,M,1/4/1990,1,,0,0,0,0,Football,Men's Football
Aleksei Gavrilovich,Belarus,22,183,79,M,1/5/1990,1,,0,0,0,0,Football,Men's Football
Jiaojiao de,People's Republic of China,22,168,57,F,1/5/1990,1,Nei Monggol (CHN),0,0,0,0,Hockey,Women's Hockey
Isiah Young,United States of America,22,180,79,M,1/5/1990,1,MANHATTEN (USA),0,0,0,0,Athletics,Men's 200m
Ilaria Bianchi,Italy,22,170,74,F,1/6/1990,1,CASTEL SAN PIETRO TERME (ITA),0,0,0,0,Swimming,"Women's 100m Butterfly, Women's 4x100m Medley Relay"
Joao Lucca,Brazil,22,,,M,1/6/1990,1,Rio De Janeiro (BRA),0,0,0,0,Swimming,Men's 4x100m Freestyle Relay
Francesca Clayton,Great Britain,22,170,69,F,1/7/1990,1,,0,0,0,0,Water Polo,Women's Water Polo
Rasmus Christian Quaade,Denmark,22,175,75,M,1/7/1990,1,VALBY (DEN),0,0,0,0,Cycling - Track,Men's Team Pursuit
Natalie Wiegersma,New Zealand,22,172,66,F,1/7/1990,1,Hamilton (NZL),0,0,0,0,Swimming,"Women's 200m Individual Medley, Women's 400m Individual Medley"
Jeffery Demps,United States of America,22,175,82,M,1/8/1990,1,WINTER GARDEN (USA),0,0,0,0,Athletics,Men's 4 x 100m Relay
Claudine Mendy,France,22,182,76,F,1/8/1990,1,,0,0,0,0,Handball,Women's Handball
Tanyaporn Prucksakorn,Thailand,22,168,70,F,1/8/1990,1,TEXAS (USA),0,0,0,0,Shooting,"Women's 10m Air Pistol, Women's 25m Pistol"
Oteng Oteng,Botswana,22,,,M,1/9/1990,1,MOOKANE (BOT),0,0,0,0,Boxing,Men's Fly (52kg)
Todor Skrimov,Bulgaria,22,190,77,M,1/9/1990,1,PERNIK (BUL),0,0,0,0,Volleyball,Men's Volleyball
Stefana Veljkovic,Serbia,22,190,76,F,1/9/1990,1,JAGODINA (SRB),0,0,0,0,Volleyball,Women's Volleyball
Rajin Lee,Republic of Korea,22,166,68,F,1/10/1990,1,,0,0,0,0,Fencing,Women's Individual Sabre
Li Tao,Singapore,22,160,58,F,1/10/1990,1,Hubei (CHN),0,0,0,0,Swimming,"Women's 100m Butterfly, Women's 100m Backstroke"
Miljan Vukovic,Serbia,22,192,90,M,1/10/1990,1,,0,0,0,0,Rowing,Men's Four
Vaughn Scott,New Zealand,22,185,,M,1/11/1990,1,Cape Town (RSA),0,0,0,0,Taekwondo,Men's -80kg
Julie Labonte,Canada,22,182,90,F,1/12/1990,1,ST,0,0,0,0,Athletics,Women's Shot Put
Christopher Mohr,Great Britain,22,187,83,M,1/12/1990,1,,0,0,0,0,Handball,Men's Handball
John Smith,South Africa,22,191,72,M,1/12/1990,1,,1,0,0,1,Rowing,Men's Lightweight Four
Denia Caballero,Cuba,22,,,F,1/13/1990,1,Villa Clara (CUB),0,0,0,0,Athletics,Women's Discus Throw
Huanhuan Ma,People's Republic of China,22,177,69,F,1/13/1990,1,Guangxi (CHN),0,0,0,0,Water Polo,Women's Water Polo
Teneale Hatton,New Zealand,22,167,64,F,1/13/1990,1,,0,0,0,0,Canoe Sprint,Women's Kayak Single (K1) 500m
Jente Bouckaert,Belgium,22,190,75,M,1/15/1990,1,MORTSEL (BEL),0,0,0,0,Athletics,Men's 4 x 400m Relay
Stephanie Leclair,Canada,22,172,,F,1/15/1990,1,Gatineau (CAN),0,0,0,0,Synchronised Swimming,Women's Teams
Paul Drinkhall,Great Britain,22,178,80,M,1/16/1990,1,MIDDLESBROUGH (GBR),0,0,0,0,Table Tennis,"Men's Singles, Men's Team"
Olha Zemlyak,Ukraine,22,165,55,F,1/16/1990,1,Rivne (UKR),0,0,0,0,Athletics,Women's 4 x 400m Relay
Tonje Angelsen,Norway,22,,,F,1/17/1990,1,Trondheim (NOR),0,0,0,0,Athletics,Women's High Jump
Katerina Bartonova,Czech Republic,22,174,65,F,1/17/1990,1,,0,0,0,0,Basketball,Women's Basketball
Emmie Charayron,France,22,160,50,F,1/17/1990,1,Lyon (FRA),0,0,0,0,Triathlon,Women's Triathlon
Stephane Badji,Senegal,22,185,75,M,1/18/1990,1,,0,0,0,0,Football,Men's Football
Hayle Ibrahimov,Azerbaijan,22,168,58,M,1/18/1990,1,MEKELE (ETH),0,0,0,0,Athletics,Men's 5000m
Ionut Mitrea,Romania,22,191,89,M,1/18/1990,1,Bucuresti (ROU),0,0,0,0,Canoe Sprint,Men's Kayak Double (K2) 200m
Amaurys R Valle,Cuba,22,,,M,1/18/1990,1,Sancti Spiritus (CUB),0,0,0,0,Athletics,"Men's 400m Hurdles, Men's 4 x 400m Relay"
Fangbing Zhang,People's Republic of China,22,186,70,M,1/19/1990,1,,0,0,0,0,Rowing,Men's Lightweight Double Sculls
Salah Soliman,Egypt,22,188,83,M,1/20/1990,1,,0,0,0,0,Football,Men's Football
Barbara Benko,Hungary,22,173,61,F,1/21/1990,1,Budapest (HUN),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Carlos Berna,Colombia,22,152,56,M,1/21/1990,1,CAREPA,0,0,0,0,Weightlifting,Men's 56kg
Alize Cornet,France,22,173,60,F,1/22/1990,1,,0,0,0,0,Tennis,"Women's Singles, Women's Doubles"
Laura Ester Ramos,Spain,22,170,56,F,1/22/1990,1,Barcelona (ESP),0,0,0,0,Water Polo,Women's Water Polo
Robert Frank,Australia,22,195,88,M,1/22/1990,1,Sandringham (AUS),0,0,0,0,Table Tennis,Men's Team
Stefanos Paparounas,Greece,22,172,61,M,1/22/1990,1,TRIKALA (GRE),0,0,0,0,Diving,Men's 3m Springboard
Carina BAER,Germany,22,186,74,F,1/23/1990,1,,0,1,0,1,Rowing,Women's Quadruple Sculls
Daniel Hunter,Great Britain,22,183,83,M,1/23/1990,1,Poole (GBR),0,0,0,0,Volleyball,Men's Volleyball
Alexander Dyachenko,Russian Federation,22,180,85,M,1/24/1990,1,,0,0,0,0,Canoe Sprint,Men's Kayak Double (K2) 200m
Ryosuke Irie,Japan,22,178,62,M,1/24/1990,1,Osaka (JPN),0,1,1,2,Swimming,"Men's 100m Backstroke, Men's 200m Backstroke, Men's 4x100m Medley Relay"
Melissa Ortiz,Colombia,22,170,55,F,1/24/1990,1,,0,0,0,0,Football,Women's Football
Tom Boon,Belgium,22,184,81,M,1/25/1990,1,,0,0,0,0,Hockey,Men's Hockey
Daniel Corral Barron,Mexico,22,173,,M,1/25/1990,1,BAJA CALIFORNIA (MEX),0,0,0,0,Gymnastics - Artistic,Men's Qualification
Marco Koch,Germany,22,185,80,M,1/25/1990,1,DARMSTADT (GER),0,0,0,0,Swimming,Men's 200m Breaststroke
Bobana Velickovic,Serbia,22,170,62,F,1/25/1990,1,BOR (SRB),0,0,0,0,Shooting,Women's 10m Air Pistol
Rita Medrano Munoz,Mexico,22,163,55,F,1/26/1990,1,AGUASCALIENTES (MEX),0,0,0,0,Swimming,Women's 200m Butterfly
Ponloeu Hemthon,Cambodia,22,172,62,M,1/26/1990,1,PHNOM PENH (CAM),0,0,0,0,Swimming,Men's 50m Freestyle
Peter Sagan,Slovakia,22,183,74,M,1/26/1990,1,Zilina (SVK),0,0,0,0,Cycling - Road,Men's Road Race
Xuanxuan Wang,People's Republic of China,22,192,,M,1/26/1990,1,Jiangsu (CHN),0,0,0,0,Boxing,Men's Heavy (91kg)
Laura Valentina Abril Restrepo,Colombia,22,162,50,F,1/28/1990,1,LA CUMBRE (COL),0,0,0,0,Cycling - Mountain Bike,Women's Cross-country
Ahmed Ali Al Abri,United Arab Emirates,22,171,72,M,1/28/1990,1,,0,0,0,0,Football,Men's Football
Markus Deibler,Germany,22,197,94,M,1/28/1990,1,BIBERACH/RISS (GER),0,0,0,0,Swimming,"Men's 200m Individual Medley, Men's 4x100m Freestyle Relay"
Dimitri Colupaev,Germany,22,189,89,M,1/29/1990,1,Chisinau (MDA),0,0,0,0,Swimming,Men's 4x200m Freestyle Relay
Iryna Khokhlova,Ukraine,22,167,60,F,1/29/1990,1,Donetsk (UKR),0,0,0,0,Modern Pentathlon,Women's Modern Pentathlon
Daisuke Suzuki,Japan,22,181,74,M,1/29/1990,1,,0,0,0,0,Football,Men's Football
Anton Anchin,Russian Federation,22,187,68,M,1/30/1990,1,BASHKIRIA (RUS),0,0,0,0,Swimming,Men's 200m Backstroke
Ismail Moalla,Tunisia,22,195,67,M,1/30/1990,1,SFAX (TUN),0,0,0,0,Volleyball,Men's Volleyball
Felix Denayer,Belgium,22,190,83,M,1/31/1990,1,,0,0,0,0,Hockey,Men's Hockey
Annalise Murphy,Ireland,22,185,72,F,2/1/1990,2,Dublin (IRL),0,0,0,0,Sailing,Women's Laser Radial
Diego Garcia de Leon,Mexico,22,172,,M,2/2/1990,2,Mexico D.F. (MEX),0,0,0,0,Taekwondo,Men's -58kg
Andriy Kvyatkovskyy,Ukraine,22,173,71,M,2/2/1990,2,KALUSH (UKR),0,0,0,0,Wrestling,Men's 66kg Freestyle
Aliaksandr Makaranka,Belarus,22,178,94,M,2/2/1990,2,Orsha,0,0,0,0,Weightlifting,Men's 94kg
Elaine Pen,Netherlands,22,168,65,F,2/2/1990,2,Leiden (NED),0,0,0,0,Equestrian,"Individual Eventing, Team Eventing, VIRA"
Alin Alexuc-Ciurariu,Romania,22,191,96,M,2/3/1990,2,Botosani (ROU),0,0,0,0,Wrestling,Men's 96kg Greco-Roman
Birendra Lakra,India,22,,,M,2/3/1990,2,,0,0,0,0,Hockey,Men's Hockey
Ekaterini Stefanidi,Greece,22,172,62,F,2/4/1990,2,CHOLARGOS (GRE),0,0,0,0,Athletics,Women's Pole Vault
Shermaine Williams,Jamaica,22,173,64,F,2/4/1990,2,Kingston (JAM),0,0,0,0,Athletics,Women's 100m Hurdles
Oussama Boughanmi,Tunisia,22,185,83,M,2/5/1990,2,,0,0,0,0,Handball,Men's Handball
Ibrahim Farag Abdelhakim Mohamed,Egypt,22,165,55,M,2/5/1990,2,SUEZ (EGY),0,0,0,0,Wrestling,Men's 55kg Freestyle
Karolina Naja,Poland,22,165,63,F,2/5/1990,2,TYCHY (POL),0,0,0,0,Canoe Sprint,"Women's Kayak Double (K2) 500m, Women's Kayak Four (K4) 500m"
Jordan Rhodes,Great Britain,22,185,83,M,2/5/1990,2,,0,0,0,0,Football,Men's Football
Victoria Baranova,Russian Federation,22,158,60,F,2/6/1990,2,Moscow Region (RUS),0,0,0,0,Cycling - Track,Women's Sprint
Tatiana Khmyrova,Russian Federation,22,173,68,F,2/6/1990,2,,0,0,0,0,Handball,Women's Handball
Yanmei Li,People's Republic of China,22,172,56,F,2/6/1990,2,Guangdong (CHN),0,0,0,0,Athletics,Women's Triple Jump
Maoulida Daroueche,Comoros,22,175,70,M,2/7/1990,2,ICONI (COM),0,0,0,0,Athletics,Men's 400m Hurdles
Yahia Elmekachari,Tunisia,22,176,,M,2/7/1990,2,Gafsa (TUN),0,0,0,0,Boxing,Men's Light Heavy (81kg)
Johnny Leveron,Honduras,22,165,65,M,2/7/1990,2,,0,0,0,0,Football,Men's Football
Celine Wilde,Germany,22,173,63,F,2/7/1990,2,Hamburg (GER),0,0,0,0,Hockey,Women's Hockey
Shane Brathwaite,Barbados,22,182,77,M,2/8/1990,2,Bridgetown (BAR),0,0,0,0,Athletics,Men's 110m Hurdles
Elsa Garcia Rodriguez Blancas,Mexico,22,166,,F,2/8/1990,2,MONTERREY (MEX),0,0,0,0,Gymnastics - Artistic,Women's Qualification
Irfan Kolothum Thodi,India,22,,,M,2/8/1990,2,KEEZHUPARAMBA (IND),0,0,0,0,Athletics,Men's 20km Race Walk
Jesse Ross,Australia,22,188,,M,2/9/1990,2,SOUTH BRISBANE (AUS),0,0,0,0,Boxing,Men's Middle (75kg)
Javier Aquino,Mexico,22,165,62,M,2/11/1990,2,,0,0,0,0,Football,Men's Football
Pavlos Kontides,Cyprus,22,183,82,M,2/11/1990,2,LEMESOS (CYP),0,0,0,0,Sailing,Men's Laser
Orlin Peralta,Honduras,22,170,70,M,2/12/1990,2,,0,0,0,0,Football,Men's Football
Olivia Federici,Great Britain,22,168,,F,2/13/1990,2,Plymouth (GBR),0,0,0,0,Synchronised Swimming,"Women's Duets, Women's Teams"
Mohamed Flissi,Algeria,22,162,,M,2/13/1990,2,BOUMERDES (ALG),0,0,0,0,Boxing,Men's Light Fly (49kg)
Sukyoung Yun,Republic of Korea,22,183,76,M,2/13/1990,2,,0,0,0,0,Football,Men's Football
Kjetil Borch,Norway,22,,,M,2/14/1990,2,,0,0,0,0,Rowing,Men's Double Sculls
Ki Ju Park,Republic of Korea,22,167,67,F,2/14/1990,2,Seoul (KOR),0,0,0,0,Hockey,Women's Hockey
Pedro Martins,Portugal,22,175,68,M,2/14/1990,2,PORTIMAO,0,0,0,0,Badminton,Men's Singles
Elif Yildirim,Turkey,22,,,F,2/14/1990,2,Bursa (TUR),0,0,0,0,Athletics,Women's 4 x 400m Relay
Nelcy Caicedo,Colombia,22,162,60,F,2/15/1990,2,ISTMINA (COL),0,0,0,0,Athletics,Women's 4 x 100m Relay
Masashi Ebinuma,Japan,22,170,66,M,2/15/1990,2,OYAMA (JPN),0,0,1,1,Judo,Men's -66kg
Mohamed Ajfan Rasheed,Maldives,22,165,55,M,2/15/1990,2,K.MALE,0,0,0,0,Badminton,Men's Singles
Stephanie Vogt,Liechtenstein,22,165,63,F,2/15/1990,2,,0,0,0,0,Tennis,Women's Singles
Min Wang,People's Republic of China,22,183,78,F,2/16/1990,2,,0,0,0,0,Rowing,Women's Double Sculls
Stephan Feck,Germany,22,183,79,M,2/17/1990,2,Leipzig (GER),0,0,0,0,Diving,Men's 3m Springboard
Chi Ho Tsui,"Hong Kong, China",22,171,62,M,2/17/1990,2,Hong Kong (HKG),0,0,0,0,Athletics,Men's 4 x 100m Relay
Bernardo Freitas,Portugal,22,187,82,M,2/18/1990,2,CASCAIS (POR),0,0,0,0,Sailing,Men's 49er
Kosta Barbarouses,New Zealand,22,171,71,M,2/19/1990,2,,0,0,0,0,Football,Men's Football
Briken Calja,Albania,22,169,69,M,2/19/1990,2,SHTERMEN ELBASAN,0,0,0,0,Weightlifting,Men's 69kg
Amanda Bingson,United States of America,22,165,91,F,2/20/1990,2,VICTORVILLE (USA),0,0,0,0,Athletics,Women's Hammer Throw
Abdelatif Noussir,Morocco,22,174,70,M,2/20/1990,2,,0,0,0,0,Football,Men's Football
Ronja Schuette,Germany,22,180,72,F,2/20/1990,2,,0,0,0,0,Rowing,Women's Eight
Sawarn Singh,India,22,,80,M,2/20/1990,2,,0,0,0,0,Rowing,Men's Single Sculls
Amine Bannour,Tunisia,22,197,90,M,2/21/1990,2,,0,0,0,0,Handball,Men's Handball
Hedvig Karakas,Hungary,22,167,57,F,2/21/1990,2,Szolnok (HUN),0,0,0,0,Judo,Women's -57kg
Kathleen Hersey,United States of America,22,180,75,F,2/21/1990,2,Athens (USA),0,0,0,0,Swimming,Women's 200m Butterfly
Mohamed Fawzi Abdalla,United Arab Emirates,22,175,63,M,2/22/1990,2,,0,0,0,0,Football,Men's Football
Benjamin Jonas,Germany,22,194,82,M,2/22/1990,2,Berlin (GER),0,0,0,0,Athletics,Men's 4 x 400m Relay
Mariana Silva,Brazil,22,172,63,F,2/22/1990,2,Sao Paulo (BRA),0,0,0,0,Judo,Women's -63kg
Thomas Faucheron,France,22,175,72,M,2/23/1990,2,RENNES,0,0,0,0,Archery,"Men's Individual, Men's Team"
Jose Larduet Gomez,Cuba,22,,,M,2/23/1990,2,Santiago de Cuba (CUB),0,0,0,0,Boxing,Men's Heavy (91kg)
Gladys Landaverde,El Salvador,22,162,61,F,2/23/1990,2,"SAN IGNACIO, CHALATENANGO (ESA)",0,0,0,0,Athletics,Women's 1500m
Yu Minobe,Japan,22,148,,F,2/23/1990,2,KOTO (JPN),0,0,0,0,Gymnastics - Artistic,"Women's Team, Women's Qualification"
Mario Mola,Spain,22,178,59,M,2/23/1990,2,MALLORCA (ESP),0,0,0,0,Triathlon,Men's Triathlon
Jabrayil Hasanov,Azerbaijan,22,169,66,M,2/24/1990,2,ASTARA (AZE),0,0,0,0,Wrestling,Men's 66kg Freestyle
Eun Hee Ryu,Republic of Korea,22,180,73,F,2/24/1990,2,,0,0,0,0,Handball,Women's Handball
Lei Yao,Singapore,22,168,65,F,2/24/1990,2,Jiangsu,0,0,0,0,Badminton,Women's Doubles
Xuechen Huang,People's Republic of China,22,175,,F,2/25/1990,2,Shanghai (CHN),0,0,0,0,Synchronised Swimming,"Women's Duets, Women's Teams"
Minwoo Kim,Republic of Korea,22,172,69,M,2/25/1990,2,,0,0,0,0,Football,Men's Football
Kylie Palmer,Australia,22,173,68,F,2/25/1990,2,AUCHENFLOWER (AUS),0,1,0,1,Swimming,"Women's 200m Freestyle, Women's 400m Freestyle, Women's 800m Freestyle, Women's 4x200m Freestyle Relay"
Carlos Roberto de Moraes Jr,Brazil,22,,,M,2/27/1990,2,ITUVERAVA (BRA),0,0,0,0,Athletics,Men's 4 x 100m Relay
Younggwon Kim,Republic of Korea,22,187,74,M,2/27/1990,2,,0,0,0,0,Football,Men's Football
Enrico Kolling,Germany,22,180,,M,2/27/1990,2,Berlin (GER),0,0,0,0,Boxing,Men's Light Heavy (81kg)
Dmytro Mikhai,Ukraine,22,195,94,M,2/27/1990,2,,0,0,0,0,Rowing,Men's Double Sculls
